"","Yr","DOY","Psy_num","ind","treatment","tag","lwp.m","lwp.sd","lwp.n","Temp.m","Temp.sd","flags","doy.yr","DOY.yr"
"1",2018,169,"PSY3",3,"control",589,-0.836763694149789,0.012248905875044,7,17.0314285714286,0.0328778402720186,0,"169-18",2018-06-18
"2",2018,169,"PSY4",4,"control",498,-0.462254661202986,0.0127283036530604,7,17.0314285714286,0.0328778402720186,0,"169-18",2018-06-18
"3",2018,171,"PSY2",2,"mwd",592,-0.530511845929812,0.0775086388606072,7,17.4614285714286,0.0498091596089751,0,"171-18",2018-06-20
"4",2018,171,"PSY4",4,"control",498,-0.385031994486365,0.0148636089438758,7,17.4614285714286,0.0498091596089751,0,"171-18",2018-06-20
"5",2018,171,"PSY5",5,"mwd",10999,0.174698483855764,0.00805340997312643,2,17.44,0.0424264068711919,0,"171-18",2018-06-20
"6",2018,171,"PSY7",7,"swd",591,0.0658891641135021,0.0138419176835503,2,17.45,0.0848528137423864,0,"171-18",2018-06-20
"7",2018,171,"PSY8",8,"control",10954,-0.949652756683123,0.011622094259616,7,17.4614285714286,0.0498091596089751,0,"171-18",2018-06-20
"8",2018,173,"PSY2",2,"mwd",592,-0.160162111411278,0.00679275318323864,7,17.9814285714286,0.237797432802835,0,"173-18",2018-06-22
"9",2018,173,"PSY7",7,"swd",591,0.0684611271587382,NA,1,17.64,NA,0,"173-18",2018-06-22
"10",2018,173,"PSY9",9,"mwd",600,-0.218967315643354,0.0058207276424868,7,17.9814285714286,0.237797432802835,0,"173-18",2018-06-22
"11",2018,176,"PSY2",2,"mwd",592,-0.236120821633802,0.0699610086684113,7,19.2714285714286,0.0587164291116129,0,"176-18",2018-06-25
"12",2018,176,"PSY3",3,"control",589,-0.771996844822762,0.00552170161350417,7,19.2714285714286,0.0587164291116129,0,"176-18",2018-06-25
"13",2018,176,"PSY9",9,"mwd",600,-0.308619412172049,0.0203149263168174,7,19.2714285714286,0.0587164291116129,0,"176-18",2018-06-25
"14",2018,178,"PSY2",2,"mwd",592,-0.710562323556339,0.0553449676206893,7,18.44,0.0115470053837918,0,"178-18",2018-06-27
"15",2018,178,"PSY3",3,"control",589,-0.836405173356555,0.00942879466926895,7,18.44,0.0115470053837918,0,"178-18",2018-06-27
"16",2018,178,"PSY9",9,"mwd",600,-0.376481259995689,0.0213942933136098,7,18.44,0.0115470053837918,0,"178-18",2018-06-27
"17",2018,180,"PSY3",3,"control",589,-1.02548483366377,0.0121342762473465,7,18.0371428571429,0.188742707206953,0,"180-18",2018-06-29
"18",2018,180,"PSY4",4,"control",498,-0.888617048891331,0.0182084533090697,7,18.0371428571429,0.188742707206953,0,"180-18",2018-06-29
"19",2018,180,"PSY5",5,"mwd",10999,-0.250951694967901,0.0129044430994402,7,18.0371428571429,0.188742707206953,0,"180-18",2018-06-29
"20",2018,180,"PSY9",9,"mwd",600,-0.463955016009078,0.00703795603237065,7,18.0371428571429,0.188742707206953,0,"180-18",2018-06-29
"21",2018,183,"PSY4",4,"control",498,-1.11182278393418,0.00697417697795988,7,18.4871428571429,0.0325137333621175,0,"183-18",2018-07-02
"22",2018,183,"PSY5",5,"mwd",10999,-0.267342763660803,0.0110117514130298,7,18.4871428571429,0.0325137333621175,0,"183-18",2018-07-02
"23",2018,183,"PSY9",9,"mwd",600,-0.643082302174291,0.0144771338065906,7,18.4871428571429,0.0325137333621175,0,"183-18",2018-07-02
"24",2018,184,"PSY4",4,"control",498,-0.99435228195189,0.0124440531286754,7,18,0.0653197264742176,0,"184-18",2018-07-03
"25",2018,184,"PSY5",5,"mwd",10999,-0.256635040978953,0.0172822632813109,7,18,0.0653197264742176,0,"184-18",2018-07-03
"26",2018,184,"PSY9",9,"mwd",600,-0.673770937754343,0.0352417501756967,7,18,0.0653197264742176,0,"184-18",2018-07-03
"27",2018,185,"PSY1",1,"swd",590,-0.280685684068647,0.0201506116319104,7,18.1514285714286,0.15377782365354,0,"185-18",2018-07-04
"28",2018,185,"PSY5",5,"mwd",10999,-0.226238480292359,0.0154512782914499,7,18.1514285714286,0.15377782365354,0,"185-18",2018-07-04
"29",2018,185,"PSY6",6,"swd",588,-0.473290865117319,0.00877656639495918,7,18.1514285714286,0.15377782365354,0,"185-18",2018-07-04
"30",2018,185,"PSY9",9,"mwd",600,-0.749452663033683,0.00813305552397356,7,18.1514285714286,0.15377782365354,0,"185-18",2018-07-04
"31",2018,186,"PSY1",1,"swd",590,-0.26235802657324,0.0353937630202684,7,18.8371428571429,0.0977606406338607,0,"186-18",2018-07-05
"32",2018,186,"PSY5",5,"mwd",10999,-0.285583585932352,0.0498994040106535,7,18.8371428571429,0.0977606406338607,0,"186-18",2018-07-05
"33",2018,186,"PSY6",6,"swd",588,-1.47137529022697,0.0390909452688323,7,18.8371428571429,0.0977606406338607,0,"186-18",2018-07-05
"34",2018,186,"PSY8",8,"control",10954,-2.27884422106465,0.0662645772071592,7,18.8371428571429,0.0977606406338607,7,"186-18",2018-07-05
"35",2018,186,"PSY9",9,"mwd",600,-1.04683164331341,0.0375470363957236,7,18.8371428571429,0.0977606406338607,0,"186-18",2018-07-05
"36",2018,187,"PSY1",1,"swd",590,-0.956629608405509,0.0206407826372104,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"37",2018,187,"PSY2",2,"mwd",592,-1.42373746270914,0.0967700429373543,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"38",2018,187,"PSY3",3,"control",589,-0.881027673780683,0.0261455929006361,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"39",2018,187,"PSY4",4,"control",498,-0.481395631461466,0.0197065920483398,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"40",2018,187,"PSY5",5,"mwd",10999,-0.2491156138744,0.0308027734927249,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"41",2018,187,"PSY6",6,"swd",588,-1.95328709287235,0.0940176665139682,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"42",2018,187,"PSY7",7,"swd",591,-1.08914775452108,0.0798553019475649,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"43",2018,187,"PSY8",8,"control",10954,-1.75054547631141,0.0172438938835084,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"44",2018,187,"PSY9",9,"mwd",600,-0.621627403471191,0.0224518495624666,7,19.3457142857143,0.166318684343956,0,"187-18",2018-07-06
"45",2018,188,"PSY1",1,"swd",590,-1.21749197279202,0.0208092760158746,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"46",2018,188,"PSY3",3,"control",589,-0.860582356095592,0.0285179161249294,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"47",2018,188,"PSY4",4,"control",498,-0.265123664063686,0.0228123525258161,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"48",2018,188,"PSY5",5,"mwd",10999,-0.301902361565977,0.0389273892625651,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"49",2018,188,"PSY6",6,"swd",588,-2.46218354839983,NA,1,20.31,NA,0,"188-18",2018-07-07
"50",2018,188,"PSY7",7,"swd",591,-0.557221483643991,0.0626017455095894,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"51",2018,188,"PSY9",9,"mwd",600,-0.584704827762971,0.0290276878682047,7,20.3714285714286,0.0456174569759479,0,"188-18",2018-07-07
"52",2018,189,"PSY1",1,"swd",590,-1.28530010299618,0.0112851969776374,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"53",2018,189,"PSY3",3,"control",589,-1.79494034268669,0.0117163031383764,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"54",2018,189,"PSY4",4,"control",498,-0.498428428663583,0.00985665853816823,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"55",2018,189,"PSY5",5,"mwd",10999,-0.25053109860214,0.0137321920411465,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"56",2018,189,"PSY7",7,"swd",591,-1.12645654485023,0.0142218998139337,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"57",2018,189,"PSY8",8,"control",10954,-0.396345923690699,0.0184989244423489,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"58",2018,189,"PSY9",9,"mwd",600,-0.584216940659491,0.00900135942934665,7,19.73,0.0877496438739211,0,"189-18",2018-07-08
"59",2018,190,"PSY1",1,"swd",590,-2.5708401090648,0.029894379401905,7,19.4657142857143,0.113263283673799,7,"190-18",2018-07-09
"60",2018,190,"PSY2",2,"mwd",592,-0.768187003263437,0.0250769908401775,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"61",2018,190,"PSY3",3,"control",589,-2.40366374938086,0.0124044448167889,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"62",2018,190,"PSY4",4,"control",498,-0.5968409455185,0.0129047913765712,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"63",2018,190,"PSY5",5,"mwd",10999,-0.0333374826245323,0.0232945326969888,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"64",2018,190,"PSY6",6,"swd",588,-0.692605065304603,0.0253376680359584,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"65",2018,190,"PSY7",7,"swd",591,-1.94550610744406,0.0452852225471694,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"66",2018,190,"PSY8",8,"control",10954,-1.09307785279163,0.0395369731395048,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"67",2018,190,"PSY9",9,"mwd",600,-1.20394918819979,0.0163618486038363,7,19.4657142857143,0.113263283673799,0,"190-18",2018-07-09
"68",2018,191,"PSY1",1,"swd",590,-0.771264999069859,0.0259663955880608,7,20.78,0.129614813968157,0,"191-18",2018-07-10
"69",2018,191,"PSY3",3,"control",589,-1.40236393653148,0.0177442217850336,7,20.78,0.129614813968157,0,"191-18",2018-07-10
"70",2018,191,"PSY4",4,"control",498,-0.696227342844387,0.0144338474500739,7,20.78,0.129614813968157,0,"191-18",2018-07-10
"71",2018,191,"PSY5",5,"mwd",10999,-0.790040912325785,0.0371346212508313,7,20.78,0.129614813968157,0,"191-18",2018-07-10
"72",2018,191,"PSY6",6,"swd",588,-0.896479532224173,0.0304739835213865,7,20.78,0.129614813968157,0,"191-18",2018-07-10
"73",2018,191,"PSY8",8,"control",10954,-2.75285989180824,NA,1,20.6,NA,1,"191-18",2018-07-10
"74",2018,192,"PSY1",1,"swd",590,-1.00202340691854,0.0137434274390173,7,20.1571428571429,0.0138013111868481,0,"192-18",2018-07-11
"75",2018,192,"PSY3",3,"control",589,-0.58191709633559,0.021867049914008,7,20.1571428571429,0.0138013111868481,0,"192-18",2018-07-11
"76",2018,192,"PSY4",4,"control",498,-0.469437873244407,0.0117752843740969,7,20.1571428571429,0.0138013111868481,0,"192-18",2018-07-11
"77",2018,192,"PSY6",6,"swd",588,-0.73656195034853,0.0113576936664083,7,20.1571428571429,0.0138013111868481,0,"192-18",2018-07-11
"78",2018,192,"PSY8",8,"control",10954,-1.27843068593425,0.0161727557932297,7,20.1571428571429,0.0138013111868481,0,"192-18",2018-07-11
"79",2018,193,"PSY1",1,"swd",590,-1.18496689045628,0.0152989490322343,7,19.9828571428571,0.0236038737740826,0,"193-18",2018-07-12
"80",2018,193,"PSY3",3,"control",589,-0.451112995806272,0.0242866583882507,7,19.9828571428571,0.0236038737740826,0,"193-18",2018-07-12
"81",2018,193,"PSY4",4,"control",498,-0.45651781721414,0.0157438137042456,7,19.9828571428571,0.0236038737740826,0,"193-18",2018-07-12
"82",2018,193,"PSY6",6,"swd",588,-1.20778854824704,0.0254494299982333,7,19.9828571428571,0.0236038737740826,0,"193-18",2018-07-12
"83",2018,193,"PSY9",9,"mwd",600,0.117822293453371,NA,1,19.99,NA,0,"193-18",2018-07-12
"84",2018,194,"PSY1",1,"swd",590,-1.8023591832736,0.019239613522927,7,20.3485714285714,0.0226778683805545,0,"194-18",2018-07-13
"85",2018,194,"PSY3",3,"control",589,-0.339144300303234,0.0200899611442616,7,20.3485714285714,0.0226778683805545,0,"194-18",2018-07-13
"86",2018,194,"PSY4",4,"control",498,-0.232845988963737,0.010288315173696,6,20.345,0.0225831795812731,0,"194-18",2018-07-13
"87",2018,194,"PSY6",6,"swd",588,-1.20297487245242,0.0201390772605475,7,20.3485714285714,0.0226778683805545,0,"194-18",2018-07-13
"88",2018,195,"PSY2",2,"mwd",592,-0.634210358087205,0.0126669807901431,7,19.8585714285714,0.0121498579258793,0,"195-18",2018-07-14
"89",2018,195,"PSY4",4,"control",498,-0.65877955740033,0.0190112181072445,7,19.8585714285714,0.0121498579258793,0,"195-18",2018-07-14
"90",2018,195,"PSY8",8,"control",10954,-0.743260698271692,0.0207211282435848,7,19.8585714285714,0.0121498579258793,0,"195-18",2018-07-14
"91",2018,195,"PSY9",9,"mwd",600,-0.0631034447309392,0.0182395537181971,7,19.8585714285714,0.0121498579258793,0,"195-18",2018-07-14
"92",2018,196,"PSY2",2,"mwd",592,-1.33707234129376,0.0296022195166338,7,19.6585714285714,0.0146385010942291,0,"196-18",2018-07-15
"93",2018,196,"PSY4",4,"control",498,-0.421121473262443,0.0335611104644566,7,19.6585714285714,0.0146385010942291,0,"196-18",2018-07-15
"94",2018,196,"PSY6",6,"swd",588,-1.16770961874619,0.0427534455161525,7,19.6585714285714,0.0146385010942291,0,"196-18",2018-07-15
"95",2018,196,"PSY7",7,"swd",591,-1.25360837878628,0.0488421285464712,7,19.6585714285714,0.0146385010942291,0,"196-18",2018-07-15
"96",2018,196,"PSY8",8,"control",10954,-2.2846753356834,0.0663795004669995,7,19.6585714285714,0.0146385010942291,7,"196-18",2018-07-15
"97",2018,196,"PSY9",9,"mwd",600,-0.638040776948273,0.103126153977848,7,19.6585714285714,0.0146385010942291,0,"196-18",2018-07-15
"98",2018,197,"PSY2",2,"mwd",592,-2.17857280393978,0.0390362688198739,7,18.99,0.0824621125123521,0,"197-18",2018-07-16
"99",2018,197,"PSY4",4,"control",498,-0.321923558910089,0.0227813141840056,7,18.99,0.0824621125123521,0,"197-18",2018-07-16
"100",2018,197,"PSY6",6,"swd",588,-1.02687097773885,0.0286161380276583,7,18.99,0.0824621125123521,0,"197-18",2018-07-16
"101",2018,197,"PSY9",9,"mwd",600,-0.675403205058215,0.0353818476092769,7,18.99,0.0824621125123521,0,"197-18",2018-07-16
"102",2018,198,"PSY2",2,"mwd",592,-0.877733097625707,0.0408987795048263,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"103",2018,198,"PSY3",3,"control",589,-0.625145660940212,0.0570435383103424,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"104",2018,198,"PSY4",4,"control",498,-0.300445206443845,0.0210455032881379,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"105",2018,198,"PSY5",5,"mwd",10999,-1.02778474628672,0.038141440880938,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"106",2018,198,"PSY6",6,"swd",588,-1.07219632954849,0.0469225185861621,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"107",2018,198,"PSY8",8,"control",10954,-0.490894448700641,0.0234096283840141,6,19.1,0.0260768096208111,0,"198-18",2018-07-17
"108",2018,198,"PSY9",9,"mwd",600,-1.03916411590742,0.0461689191256326,7,19.0885714285714,0.0384831441146953,0,"198-18",2018-07-17
"109",2018,199,"PSY2",2,"mwd",592,-0.944152092423615,0.0415444481988029,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"110",2018,199,"PSY3",3,"control",589,-0.374266368735254,0.0114272109006412,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"111",2018,199,"PSY4",4,"control",498,-0.383118103848921,0.0269505965353912,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"112",2018,199,"PSY5",5,"mwd",10999,-0.934029480317237,0.0191708128693854,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"113",2018,199,"PSY6",6,"swd",588,-1.15227696373238,0.0375948869102993,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"114",2018,199,"PSY7",7,"swd",591,-2.597891092715,0.485176947366312,2,19.185,0.0494974746830585,2,"199-18",2018-07-18
"115",2018,199,"PSY8",8,"control",10954,-0.413751545447928,0.0340580452824377,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"116",2018,199,"PSY9",9,"mwd",600,-1.05954548046587,0.0404844097724975,7,19.2842857142857,0.0778582350294745,0,"199-18",2018-07-18
"117",2018,200,"PSY1",1,"swd",590,-1.57227914080433,0.136387058859945,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"118",2018,200,"PSY2",2,"mwd",592,-0.586214839095285,0.0986320224159919,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"119",2018,200,"PSY3",3,"control",589,-0.377815123850646,0.0209140796255649,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"120",2018,200,"PSY4",4,"control",498,-0.338121794867351,0.0365606007653021,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"121",2018,200,"PSY5",5,"mwd",10999,-1.01306653668061,0.00716431922295805,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"122",2018,200,"PSY6",6,"swd",588,-1.1739866563346,0.0440484145719726,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"123",2018,200,"PSY8",8,"control",10954,-0.489196896382183,0.016296238217639,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"124",2018,200,"PSY9",9,"mwd",600,-0.992350160365031,0.0384871424073793,7,19.5428571428571,0.0160356745147456,0,"200-18",2018-07-19
"125",2018,201,"PSY1",1,"swd",590,-1.0267306988851,0.0139990766013763,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"126",2018,201,"PSY2",2,"mwd",592,-0.938914005197576,0.0434862055315278,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"127",2018,201,"PSY4",4,"control",498,-1.12571170041159,0.0459850970428773,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"128",2018,201,"PSY7",7,"swd",591,-0.888804045030405,0.0532006513260971,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"129",2018,201,"PSY8",8,"control",10954,-0.598734360179593,0.0211908076701332,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"130",2018,201,"PSY9",9,"mwd",600,-0.544106671624605,0.0225597893519866,7,19.1242857142857,0.0886673827396801,0,"201-18",2018-07-20
"131",2018,202,"PSY1",1,"swd",590,-0.107509524303146,0.0310869061659429,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"132",2018,202,"PSY2",2,"mwd",592,-0.558054431709555,0.0458777547602159,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"133",2018,202,"PSY3",3,"control",589,-0.468935893559824,0.0290882760395873,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"134",2018,202,"PSY4",4,"control",498,-1.21491937483007,0.0199516873879909,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"135",2018,202,"PSY5",5,"mwd",10999,-0.751766085016815,0.0346616745255592,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"136",2018,202,"PSY6",6,"swd",588,-0.959266534645209,0.0124631581290718,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"137",2018,202,"PSY7",7,"swd",591,-0.90448498320167,0.0478235366885611,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"138",2018,202,"PSY8",8,"control",10954,-0.394150013135156,0.0135158597283718,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"139",2018,202,"PSY9",9,"mwd",600,-0.374623521450286,0.0186167120235691,7,20.1428571428571,0.0249761791275109,0,"202-18",2018-07-21
"140",2018,203,"PSY1",1,"swd",590,-0.306529277880846,0.0140946842928652,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"141",2018,203,"PSY2",2,"mwd",592,-0.529574440150205,0.0215012892870235,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"142",2018,203,"PSY3",3,"control",589,-0.316404293556961,0.0152106432565069,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"143",2018,203,"PSY4",4,"control",498,-1.66023749398982,0.0108391892275646,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"144",2018,203,"PSY5",5,"mwd",10999,-1.9904039328172,0.104847503644246,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"145",2018,203,"PSY6",6,"swd",588,-1.08146150030913,0.0146316460481874,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"146",2018,203,"PSY7",7,"swd",591,-4.29328404644308,0.0121954830412404,6,20.1966666666667,0.0504645089807348,6,"203-18",2018-07-22
"147",2018,203,"PSY8",8,"control",10954,-0.985726826713211,0.0234550944552459,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"148",2018,203,"PSY9",9,"mwd",600,-0.715074653385056,0.00561730136544083,7,20.1971428571429,0.0460848079502293,0,"203-18",2018-07-22
"149",2018,204,"PSY1",1,"swd",590,-0.163010044989521,0.0123845080791207,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"150",2018,204,"PSY2",2,"mwd",592,-0.399977080858983,0.0303860173738068,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"151",2018,204,"PSY3",3,"control",589,-0.346170585801001,0.0105761531381481,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"152",2018,204,"PSY4",4,"control",498,-2.11087032843263,0.0563875665536449,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"153",2018,204,"PSY5",5,"mwd",10999,-2.5845696838493,0.0801628125042471,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"154",2018,204,"PSY6",6,"swd",588,-1.3126578023058,0.0340984728157545,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"155",2018,204,"PSY7",7,"swd",591,-3.61296433208909,0.0856401274304157,6,19.6033333333333,0.0467618077780009,6,"204-18",2018-07-23
"156",2018,204,"PSY8",8,"control",10954,-1.52792002374697,0.0635278498849741,6,19.6,0.0394968353162636,0,"204-18",2018-07-23
"157",2018,204,"PSY9",9,"mwd",600,-1.21439963997158,0.054336551943575,7,19.6128571428571,0.0495695759225647,0,"204-18",2018-07-23
"158",2018,205,"PSY2",2,"mwd",592,-0.731567883645277,0.0745394506512095,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"159",2018,205,"PSY3",3,"control",589,-0.841069702904874,0.0234704525583777,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"160",2018,205,"PSY4",4,"control",498,-0.626799724174559,0.0305724641236983,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"161",2018,205,"PSY5",5,"mwd",10999,-1.29055453669104,0.0465776577457565,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"162",2018,205,"PSY7",7,"swd",591,-1.57291117543161,0.100610997041792,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"163",2018,205,"PSY8",8,"control",10954,-0.453314342312782,0.00624444826227997,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"164",2018,205,"PSY9",9,"mwd",600,-0.52284725332995,0.0251506596574187,7,19.75,0.0115470053837933,0,"205-18",2018-07-24
"165",2018,206,"PSY2",2,"mwd",592,-2.95048813440543,0.143311363916413,7,19.5957142857143,0.0263673679998234,7,"206-18",2018-07-25
"166",2018,206,"PSY3",3,"control",589,-0.315904650140605,0.0217095457884128,7,19.5957142857143,0.0263673679998234,0,"206-18",2018-07-25
"167",2018,206,"PSY4",4,"control",498,-0.260980529730226,0.0191664545612294,7,19.5957142857143,0.0263673679998234,0,"206-18",2018-07-25
"168",2018,206,"PSY7",7,"swd",591,-1.28302802155256,0.0156608561514556,7,19.5957142857143,0.0263673679998234,0,"206-18",2018-07-25
"169",2018,206,"PSY8",8,"control",10954,-0.48573510503062,0.0143158832296472,7,19.5957142857143,0.0263673679998234,0,"206-18",2018-07-25
"170",2018,206,"PSY9",9,"mwd",600,-0.314974747540359,0.0277244449109685,7,19.5957142857143,0.0263673679998234,0,"206-18",2018-07-25
"171",2018,207,"PSY1",1,"swd",590,-1.43998118048218,0.0659527707461105,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"172",2018,207,"PSY2",2,"mwd",592,-4.87487638911988,0.539412468841227,7,19.5442857142857,0.0263673679998223,7,"207-18",2018-07-26
"173",2018,207,"PSY4",4,"control",498,-0.397124145847878,0.0661325742402143,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"174",2018,207,"PSY5",5,"mwd",10999,-0.0943394652059041,NA,1,19.58,NA,0,"207-18",2018-07-26
"175",2018,207,"PSY6",6,"swd",588,-1.72606479762157,0.11092335853247,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"176",2018,207,"PSY7",7,"swd",591,-0.997779643118781,0.11444284341676,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"177",2018,207,"PSY8",8,"control",10954,-0.493120257120492,0.0221170958504675,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"178",2018,207,"PSY9",9,"mwd",600,-0.209144170295587,0.0366558074293479,7,19.5442857142857,0.0263673679998223,0,"207-18",2018-07-26
"179",2018,208,"PSY1",1,"swd",590,-2.36539253869011,0.0287643138724647,7,19.5771428571429,0.0390360029179414,0,"208-18",2018-07-27
"180",2018,208,"PSY2",2,"mwd",592,NA,NA,7,19.5771428571429,0.0390360029179414,7,"208-18",2018-07-27
"181",2018,208,"PSY4",4,"control",498,-0.290670986298827,0.0355602496384654,7,19.5771428571429,0.0390360029179414,0,"208-18",2018-07-27
"182",2018,208,"PSY7",7,"swd",591,-1.19478287855954,0.0290278803778795,7,19.5771428571429,0.0390360029179414,0,"208-18",2018-07-27
"183",2018,208,"PSY8",8,"control",10954,-0.710300400217897,0.0310506179167371,7,19.5771428571429,0.0390360029179414,0,"208-18",2018-07-27
"184",2018,208,"PSY9",9,"mwd",600,-0.299894287474646,0.0289991327293694,7,19.5771428571429,0.0390360029179414,0,"208-18",2018-07-27
